piece,piece_url,Work Title,Composer,Opus/Catalogue NumberOp./Cat. No.,Key,Movements/SectionsMov'ts/Sec's,Year/Date of CompositionY/D of Comp.,Composer Time PeriodComp. Period,Piece Style,Instrumentation,Average DurationAvg. Duration
"Préludes, Livre 2 (Debussy, Claude)",https://imslp.org/wiki/Pr%C3%A9ludes%2C_Livre_2_(Debussy%2C_Claude),Preludes (Deuxième livre),"Debussy, Claude",CD 131 ; L.123,,12 preludes:...Brouillards...Feuilles mortes...La puerta del Vino...«Les fées sont d'exquises danseuses»...Bruyères...Général Lavine - eccentric...La terrasse des audiences du clair de lune...Ondine...Hommage à S. Pickwick Esq. P.P.M.P.C....Canope...Les tierces alternées...Feux d'artifice,1912-13,Romantic,Early 20th century,piano,
"Première rhapsodie (Debussy, Claude)",https://imslp.org/wiki/Premi%C3%A8re_rhapsodie_(Debussy%2C_Claude),Première rapsodie,"Debussy, Claude",CD 124,,,1909-10,Romantic,Early 20th century,"clarinet, piano",
"Le printemps (Debussy, Claude)",https://imslp.org/wiki/Le_printemps_(Debussy%2C_Claude),Le printemps,"Debussy, Claude",L 24 ; CD 37,,Allegro moderato (= 88),1882,Romantic,Romantic,"piccolo, 2 flutes, 2 oboes, 2 clarinets, 2 bassoons3 horns, trumpet, 2 harps, strings",
"Printemps (Debussy, Claude)",https://imslp.org/wiki/Printemps_(Debussy%2C_Claude),Printemps,"Debussy, Claude",CD 68,,2 sectionsOriginal version (1887/1904)Très modéré (187 bars)Moderato (294 bars)Revised version (1912)Très modéré (183 bars)Modéré (221 bars),"1887 (February)*, revised 1912",Romantic,Romantic,"chorus, piano duet (original version); orchestra* (revised version)2 flutes, 2 oboes (2nd also English horn), 2 clarinets, 2 bassoons4 horns, 2 trumpets, 3 trombonestimpani, snare drum, triangle, cymbals, piano (4-hands), harp, strings",16 minutes
"Le promenoir des deux amants (Debussy, Claude)",https://imslp.org/wiki/Le_promenoir_des_deux_amants_(Debussy%2C_Claude),Le Promenoir des deux Amants,"Debussy, Claude",L 118,,"3 songs:Auprès de cette grotte sombreCrois mon conseil, chère ClimèneJe tremble en voyant ton visage",1904 (No.1); 1910 (2-3),Romantic,Early 20th century,"voice, piano",
"Proses lyriques (Debussy, Claude)",https://imslp.org/wiki/Proses_lyriques_(Debussy%2C_Claude),Proses lyriques,"Debussy, Claude",CD 90 ; L.84,,4 songsDe RêveDe GrèveDe FleursDe Soirs,1892-93,Romantic,Early 20th century,"voice, piano",
"Rapsodie for Orchestra and Saxophone (Debussy, Claude)",https://imslp.org/wiki/Rapsodie_for_Orchestra_and_Saxophone_(Debussy%2C_Claude),Rapsodie for Orchestra and Saxophone,"Debussy, Claude",CD 104 ; L.98,,1,1901-11,Romantic,Romantic,"alto saxophone, piano",10 minutes
"Rêverie (Debussy, Claude)",https://imslp.org/wiki/R%C3%AAverie_(Debussy%2C_Claude),Rêverie,"Debussy, Claude",CD 76 ; L.68,,1 sectionAndantino (101 bars),1890,Romantic,Romantic,piano,
"Rodrigue et Chimène (Debussy, Claude)",https://imslp.org/wiki/Rodrigue_et_Chim%C3%A8ne_(Debussy%2C_Claude),Rodrigue et Chimène,"Debussy, Claude",L 72 ; CD 80,,3 acts,1890-92,Romantic,Early 20th century,"voices, mixed chorus (SATB), orchestra",
"Le roi Lear (Debussy, Claude)",https://imslp.org/wiki/Le_roi_Lear_(Debussy%2C_Claude),Le roi Lear,"Debussy, Claude",CD 116 ; L.107,,2 sectionsI. Fanfare d’ouvertureII. Le sommeil de Lear,1904-05,Romantic,Romantic,Piano (sketches only),
"2 Romances (Debussy, Claude)",https://imslp.org/wiki/2_Romances_(Debussy%2C_Claude),Deux Romances,"Debussy, Claude",CD 65-66 ; L.78-79,,2 songs:L'âme évaporéeLes cloches,1885,Romantic,Romantic,"voice, piano",
"Rondeau (Debussy, Claude)",https://imslp.org/wiki/Rondeau_(Debussy%2C_Claude),Rondeau,"Debussy, Claude",CD 17 ; L.30,,1 song,1881 (Summer),Romantic,Romantic,"Voice, Piano",
"Les soirs illuminés par l'ardeur du charbon (Debussy, Claude)",https://imslp.org/wiki/Les_soirs_illumin%C3%A9s_par_l'ardeur_du_charbon_(Debussy%2C_Claude),Les soirs illuminés par l'ardeur du charbon,"Debussy, Claude",CD 150,A-flat major,1. Lent et rêveur (23 bars),1917 (February/March),Romantic,Early 20th century,piano,3 minutes
"Sonata for Flute, Viola and Harp (Debussy, Claude)",https://imslp.org/wiki/Sonata_for_Flute%2C_Viola_and_Harp_(Debussy%2C_Claude),"Sonata for Flute, Viola and Harp","Debussy, Claude",CD 145 ; L.137,F major,"3 movements:Pastorale. Lento, dolce rubatoInterlude. Tempo di minuettoFinal. Allegro moderato ma risoluto",1915,Romantic,Romantic,"flute, viola, harp",
"String Quartet in G minor, Op.10 (Debussy, Claude)",https://imslp.org/wiki/String_Quartet_in_G_minor%2C_Op.10_(Debussy%2C_Claude),Quatuor à cordes,"Debussy, Claude",Op.10 ; CD 91 ; L. 85,,"4 movements:1. Animé et très décidé2. Assez vif et bien rythmé3. Andantino, doucement expressif4. Très modéré",1893,Romantic,Romantic,"2 violins, viola, cello",
"Suite bergamasque (Debussy, Claude)",https://imslp.org/wiki/Suite_bergamasque_(Debussy%2C_Claude),Suite Bergamasque,"Debussy, Claude",CD 82 ; L.75,,"4 movements:1.PréludeModerato (F major, 89 bars)2.MenuetAndantino (A minor, 104 bars)3.Clair de luneAndante très expressif (D-flat major, 72 bars)4.PassepiedAllegretto ma non troppo (F-sharp minor, 156 bars)",1890-1905,Romantic,Romantic,piano,15-18 minutes
"Symphony in B minor (Debussy, Claude)",https://imslp.org/wiki/Symphony_in_B_minor_(Debussy%2C_Claude),Symphony in B minor,"Debussy, Claude",,B minor,1 (Allegro ben marcato),1880 (December) - 1881 (January),Romantic,Romantic,piano 4-hands,
"Syrinx (Debussy, Claude)",https://imslp.org/wiki/Syrinx_(Debussy%2C_Claude),Syrinx,"Debussy, Claude",CD 137 ; L.129,,1 piece,1913,Romantic,Early 20th century,flute,
"Le triomphe de Bacchus (Debussy, Claude)",https://imslp.org/wiki/Le_triomphe_de_Bacchus_(Debussy%2C_Claude),Le triomphe de Bacchus,"Debussy, Claude",CD 33 ; L.38,,4 movementsDivertissementAndanteScherzo (Lost?)Marche et Bacchanale (only 2 fragments exist),1882,Romantic,Romantic,piano 4-hands,4 minutes
"Valse romantique (Debussy, Claude)",https://imslp.org/wiki/Valse_romantique_(Debussy%2C_Claude),Valse Romantique,"Debussy, Claude",CD 79 ; L.71,,,1890,Romantic,Romantic,piano,
"Violin Sonata (Debussy, Claude)",https://imslp.org/wiki/Violin_Sonata_(Debussy%2C_Claude),Violin Sonata,"Debussy, Claude",CD 148 ; L.140,,3 movements:Allegro vivoIntermède. Fantasque et légerFinale. Très animé,1917,Romantic,Romantic,"violin, piano",
"Voici que le printemps (Debussy, Claude)",https://imslp.org/wiki/Voici_que_le_printemps_(Debussy%2C_Claude),Voici que le printemps,"Debussy, Claude",CD 56 ; L.52,,1,1884,Romantic,Romantic,Voice and Piano,
"Votre âme est un paysage choisi (Debussy, Claude)",https://imslp.org/wiki/Votre_%C3%A2me_est_un_paysage_choisi_(Debussy%2C_Claude),"Clair de lune (song, 1st setting)","Debussy, Claude",CD 45 ; L.32,F-sharp major,1,1882,Romantic,Romantic,"voice, piano",3 minutes
"Zéphyr (Debussy, Claude)",https://imslp.org/wiki/Z%C3%A9phyr_(Debussy%2C_Claude),Triolet à Philis,"Debussy, Claude",CD 19 ; L.12,,1,1881,Romantic,Romantic,Voice and Piano,
"Allegretto and Mazurka (Chopin, Frédéric)",https://imslp.org/wiki/Allegretto_and_Mazurka_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Allegretto and Mazurka,"Chopin, Frédéric",KK.VIIb/7-8,see below,"2 sections:Allegretto (A major, 24 bars)Mazurka (D minor, 15 bars)",1835 ca. ?,Romantic,Romantic,piano,1 minute
"Allegretto in F-sharp major (Chopin, Frédéric)",https://imslp.org/wiki/Allegretto_in_F-sharp_major_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Allegretto in F-sharp major,"Chopin, Frédéric",WN 36,F-sharp major,1 piece (31 bars in Ekier's reconstruction),1829-31 ca.,Romantic,Romantic,piano,
"Allegro de concert, Op.46 (Chopin, Frédéric)",https://imslp.org/wiki/Allegro_de_concert%2C_Op.46_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Allegro de concert,"Chopin, Frédéric",Op.46,A major,Allegro maestoso,1832 (1st version) ; 1841 (2nd version),Romantic,Romantic,piano,
"Andante spianato et Grande polonaise brillante, Op.22 (Chopin, Frédéric)",https://imslp.org/wiki/Andante_spianato_et_Grande_polonaise_brillante%2C_Op.22_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Andante spianato et Grande polonaise brillante,"Chopin, Frédéric",Op.22,see below,2 movements:Andante spianato. Tranquillo (G major)Grande polonaise brillante. Allegro molto (E♭major),"1831 (Grand polonaise brillante), 1834 (Andante spianato)",Romantic,Romantic,"2 flutes, 2 oboes, 2 clarinets, 2 bassoons2 horns, trombone, timpani, strings",
"Andantino, B.117 (Chopin, Frédéric)",https://imslp.org/wiki/Andantino%2C_B.117_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Andantino,"Chopin, Frédéric",B.117,G minor,,1838,Romantic,Romantic,piano,
"Ballade No.1, Op.23 (Chopin, Frédéric)",https://imslp.org/wiki/Ballade_No.1%2C_Op.23_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Ballade No.1,"Chopin, Frédéric",Op.23,G minor,1 ballad (Largo - Moderato),"1831? (first version), 1834-35? (final version)",Romantic,Romantic,piano,
"Ballade No.2, Op.38 (Chopin, Frédéric)",https://imslp.org/wiki/Ballade_No.2%2C_Op.38_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Ballade No.2,"Chopin, Frédéric",Op.38,F major,1 ballade (Andantino - Presto con fuoco),1836-39,Romantic,Romantic,piano,
"Ballade No.3, Op.47 (Chopin, Frédéric)",https://imslp.org/wiki/Ballade_No.3%2C_Op.47_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Ballade No.3,"Chopin, Frédéric",Op.47,A-flat major,1 ballad (Allegretto),1841,Romantic,Romantic,piano,
"Ballade No.4, Op.52 (Chopin, Frédéric)",https://imslp.org/wiki/Ballade_No.4%2C_Op.52_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Ballade No.4,"Chopin, Frédéric",Op.52,F minor,1 ballade (Andante con moto),1842 (revised 1843),Romantic,Romantic,piano,
"Barcarolle, Op.60 (Chopin, Frédéric)",https://imslp.org/wiki/Barcarolle%2C_Op.60_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Barcarolle,"Chopin, Frédéric",Op.60,F-sharp major,Allegretto,1845-46,Romantic,Romantic,piano,
"Berceuse, Op.57 (Chopin, Frédéric)",https://imslp.org/wiki/Berceuse%2C_Op.57_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Berceuse,"Chopin, Frédéric",Op.57,D-flat major,Andante,1843-44,Romantic,Romantic,piano,
"Bolero, Op.19 (Chopin, Frédéric)",https://imslp.org/wiki/Bolero%2C_Op.19_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Bolero,"Chopin, Frédéric",Op.19,A minor,Allegro molto,1833,Romantic,Romantic,piano,
"Bourrée No.1, B.160b1 (Chopin, Frédéric)",https://imslp.org/wiki/Bourr%C3%A9e_No.1%2C_B.160b1_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Bourrée No.1,"Chopin, Frédéric",B.160b1,G major,,1846,Romantic,Romantic,piano,
"Bourrée No.2, B.160b2 (Chopin, Frédéric)",https://imslp.org/wiki/Bourr%C3%A9e_No.2%2C_B.160b2_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Bourrée No.2,"Chopin, Frédéric",B.160b2,A major,Moderato,1846,Romantic,Romantic,piano,
"Canon in F minor, B.129a (Chopin, Frédéric)",https://imslp.org/wiki/Canon_in_F_minor%2C_B.129a_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Canon in F minor,"Chopin, Frédéric",B.129a,F minor,fragment,1839,Romantic,Romantic,piano,
"Cantabile in B-flat major, B.84 (Chopin, Frédéric)",https://imslp.org/wiki/Cantabile_in_B-flat_major%2C_B.84_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Cantabile in B-flat major,"Chopin, Frédéric",B.84,B-flat major,,1834,Romantic,Romantic,piano,
"Casta Diva (Chopin, Frédéric)",https://imslp.org/wiki/Casta_Diva_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Casta Diva,"Chopin, Frédéric",D1/1,E major,,1831 ca.,Romantic,Romantic,piano,
"Cello Sonata, Op.65 (Chopin, Frédéric)",https://imslp.org/wiki/Cello_Sonata%2C_Op.65_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Cello Sonata,"Chopin, Frédéric",Op.65,G minor,4 movements:Allegro moderato (G minor)Scherzo (D minor)Largo (B♭major)Finale. Allegro (G minor),1846-1847 (summer),Romantic,Romantic,"cello, piano",
"Contredanse in G-flat major, B.17 (Chopin, Frédéric)",https://imslp.org/wiki/Contredanse_in_G-flat_major%2C_B.17_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Contredanse in G-flat major,"Chopin, Frédéric",B.17,G-flat major,,1827 or 1829,Romantic,Romantic,piano,
"Czary, B.51 (Chopin, Frédéric)",https://imslp.org/wiki/Czary%2C_B.51_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Czary,"Chopin, Frédéric",B.51 ; KK. IVa/11,D minor,,1829 or 1830,Romantic,Romantic,"voice, piano",3 minutes
"3 Ecossaises, Op.72 No.3 (Chopin, Frédéric)",https://imslp.org/wiki/3_Ecossaises%2C_Op.72_No.3_(Chopin%2C_Fr%C3%A9d%C3%A9ric),3 Ecossaises,"Chopin, Frédéric",Op.72 No.3,,3 ecossaises:Ecossaise in D majorEcossaise in G majorEcossaise in D-flat major,1826 (possibly 1829-30?),Romantic,Romantic,piano,
"Études, Op.10 (Chopin, Frédéric)",https://imslp.org/wiki/%C3%89tudes%2C_Op.10_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Etudes,"Chopin, Frédéric",Op.10,,"12 studies:1. Etude in C major, 'Waterfall'2. Etude in A minor, 'Chromatique'3. Etude in E major, 'Tristesse'4. Etude in C-sharp minor, 'Torrent'5. Etude in G-flat major, 'Black Keys'6. Etude in E-flat minor, 'Lament'7. Etude in C major, 'Toccata'8. Etude in F major, 'Sunshine'9. Etude in F minor10. Etude in A-flat major11. Etude in E-flat major, 'Arpeggio'12. Etude in C minor, 'Revolutionary'",1829-32,Romantic,Romantic,piano,
"Études, Op.25 (Chopin, Frédéric)",https://imslp.org/wiki/%C3%89tudes%2C_Op.25_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Douze Etudes,"Chopin, Frédéric",Op.25,,"12 etudes:1. Etude in A-flat major, 'Aeolian Harp'2. Etude in F minor, 'The Bees'3. Etude in F major, 'The Horseman'4. Etude in A minor, 'Paganini'5. Etude in E minor, 'Wrong Note'6. Etude in G-sharp minor, 'Thirds'7. Etude in C-sharp minor, 'Cello'8. Etude in D-flat major, 'Sixths'9. Etude in G-flat major, 'Butterfly'10. Etude in B minor, 'Octave'11. Etude in A minor, 'Winter Wind'12. Etude in C minor, 'Ocean'",1832-36,Romantic,Romantic,piano,
"Fantaisie, Op.49 (Chopin, Frédéric)",https://imslp.org/wiki/Fantaisie%2C_Op.49_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Fantasie,"Chopin, Frédéric",Op.49,F minor,Marcia. Grave (332 bars),1841,Romantic,Romantic,piano,
"Fantaisie-impromptu, Op.66 (Chopin, Frédéric)",https://imslp.org/wiki/Fantaisie-impromptu%2C_Op.66_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Fantaisie-impromptu,"Chopin, Frédéric",Op.66 ; Oeuvr. posth. Liv. 1,C-sharp minor,Allegro agitato,1834-35,Romantic,Romantic,piano,
"Fugue in A minor, B.144 (Chopin, Frédéric)",https://imslp.org/wiki/Fugue_in_A_minor%2C_B.144_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Fugue in A minor,"Chopin, Frédéric",B.144,A minor,,1841,Romantic,Romantic,piano,
"Gallop marquis (Chopin, Frédéric)",https://imslp.org/wiki/Gallop_marquis_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Gallop marquis,"Chopin, Frédéric",KK IVc/13,A-flat major,1 galop (Vivo),1846,Romantic,Romantic,piano,
"Grande fantaisie sur des airs polonais, Op.13 (Chopin, Frédéric)",https://imslp.org/wiki/Grande_fantaisie_sur_des_airs_polonais%2C_Op.13_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Grande fantaisie sur des airs polonais,"Chopin, Frédéric",Op.13 ; CT 41,A major,6 sections:Largo non troppo (A major)Andantino (A major)Allegretto (F♯minor)Lento quasi adagio (F♯minor)Molto più mosso (C♯major)Vivace (A major),1828-30,Romantic,Romantic,"2 flutes, 2 oboes, 2 clarinets, 2 bassoons2 horns, 2 trumpets, timpani, strings",15 minutes
"Grande valse brillante, Op.18 (Chopin, Frédéric)",https://imslp.org/wiki/Grande_valse_brillante%2C_Op.18_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Grande valse brillante,"Chopin, Frédéric",Op.18,E-flat major,,1833,Romantic,Romantic,piano,
"Hexaméron: Variation No.6, B.113 (Chopin, Frédéric)",https://imslp.org/wiki/Hexam%C3%A9ron:_Variation_No.6%2C_B.113_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Variation No.6 in E from the Hexameron,"Chopin, Frédéric","B.113, KK IIb/2",E major,1. Largo,1837,Romantic,Romantic,piano,
"Impromptu No.1, Op.29 (Chopin, Frédéric)",https://imslp.org/wiki/Impromptu_No.1%2C_Op.29_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Impromptu No.1,"Chopin, Frédéric",Op.29,A-flat major,,1837,Romantic,Romantic,piano,
"Impromptu No.2, Op.36 (Chopin, Frédéric)",https://imslp.org/wiki/Impromptu_No.2%2C_Op.36_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Impromptu No.2,"Chopin, Frédéric",Op.36,F-sharp major,Allegretto (Andantino),1838-39,Romantic,Romantic,piano,
"Impromptu No.3, Op.51 (Chopin, Frédéric)",https://imslp.org/wiki/Impromptu_No.3%2C_Op.51_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Impromptu No.3,"Chopin, Frédéric",Op.51,G-flat major,Tempo giusto,1842,Romantic,Romantic,piano,
"Introduction et polonaise brillante, Op.3 (Chopin, Frédéric)",https://imslp.org/wiki/Introduction_et_polonaise_brillante%2C_Op.3_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Introduction et polonaise brilliante,"Chopin, Frédéric",Op.3,C major,2 sections:LargoAlla polacca,1829 (October 20-28),Romantic,Romantic,"cello, piano",9 minutes
"Krakowiak, Op.14 (Chopin, Frédéric)",https://imslp.org/wiki/Krakowiak%2C_Op.14_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Krakowiak,"Chopin, Frédéric",Op.14,F major,3 sections:Introduzione.  Andantino quasi AllegrettoRondo. Allegro non troppopoco meno mosso,1828,Romantic,Romantic,"2 flutes, 2 oboes, 2 clarinets, 2 bassoons, 2 horns, 2 trumpets, timpani, strings",15 minutes
"Largo in E-flat major, B.109 (Chopin, Frédéric)",https://imslp.org/wiki/Largo_in_E-flat_major%2C_B.109_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Largo in E-flat major,"Chopin, Frédéric",B.109a,E-flat major,,1837 (see below),Romantic,Romantic,piano,
"Lieder (Chopin, Frédéric)",https://imslp.org/wiki/Lieder_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Lieder,"Chopin, Frédéric",,,,,Romantic,Romantic,"voice, piano",
"Marche funèbre, Op.72 No.2 (Chopin, Frédéric)",https://imslp.org/wiki/Marche_fun%C3%A8bre%2C_Op.72_No.2_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Marche funèbre,"Chopin, Frédéric",Op.72 No.2,C minor,Tempo di Marcia,1827-29,Romantic,Romantic,piano,
"Mazur, B.39 (Chopin, Frédéric)",https://imslp.org/wiki/Mazur%2C_B.39_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazur,"Chopin, Frédéric",B.39 ; KK. IVa/9,G major,"Jakież kwiaty, jakie wianki",1829/08/22,Romantic,Romantic,"voice, piano",1 minutes
"Mazurka in A minor, B.134 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_A_minor%2C_B.134_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in A minor,"Chopin, Frédéric","B.134, Op.42B, Dbop.42B",A minor,Allegretto,1839-41,Romantic,Romantic,piano,
"Mazurka in A minor, B.140 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_A_minor%2C_B.140_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in A minor,"Chopin, Frédéric","B.140, Op.42A, Dbop.42A",A minor,Allegretto,1840,Romantic,Romantic,piano,
"Mazurka in A-flat major, B.85 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_A-flat_major%2C_B.85_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in A-flat major,"Chopin, Frédéric",B.85,A-flat major,poco mosso,1834 (July),Romantic,Romantic,piano,1-2 minutes
"Mazurka in B-flat major 'Wołowska', B.73 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_B-flat_major_'Wo%C5%82owska'%2C_B.73_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in B-flat major,"Chopin, Frédéric",B.73 ; X/56,B-flat major,1. Allegretto,1832,Romantic,Romantic,piano,1-2 minutes
"Mazurka in C major, B.82 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_C_major%2C_B.82_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in C major,"Chopin, Frédéric",B.82 ; X/57,C major,Vivace,1833 (poss.1825),Romantic,Romantic,piano,
"Mazurka in D major, B.4 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_D_major%2C_B.4_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in D major,"Chopin, Frédéric",B.4,D major,,1820 ca.,Romantic,Romantic,piano,
"Mazurka in D major, B.31 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_D_major%2C_B.31_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in D major,"Chopin, Frédéric",B.31 ; X/54,D major,Allegro non troppo,1829,Romantic,Romantic,piano,
"Mazurka in D major, B.71 (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_D_major%2C_B.71_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Mazurka in D major,"Chopin, Frédéric",B.71,D major,1 mazurka,1832,Romantic,Romantic,piano,
"Mazurka in F-sharp major (Chopin, Frédéric)",https://imslp.org/wiki/Mazurka_in_F-sharp_major_(Chopin%2C_Fr%C3%A9d%C3%A9ric),Souvenir de Pologne,"Mayer, Charles",Op.112,F-sharp major,"1 (Moderato ben marcato, 218 bars)",,Romantic,Romantic,piano,
"2 Mazurkas, B.16 (Chopin, Frédéric)",https://imslp.org/wiki/2_Mazurkas%2C_B.16_(Chopin%2C_Fr%C3%A9d%C3%A9ric),2 Mazurkas,"Chopin, Frédéric",B.16,,2 pieces:Mazurka in G majorMazurka in B♭major,1825-6,Romantic,Romantic,piano,
